ingredient,menu,month,outlet,qty_sold,dose,usage_base_units
Brioche Sandwich,Ebi Sando,2026-04,PJ,28,2.0,56.0
Brioche Sandwich,Ebi Sando,2026-04,SA,10,2.0,20.0
Brioche Sandwich,Ebi Sando,2026-04,TAM,7,2.0,14.0
Brioche Sandwich,Ebi Sando,2026-05,PJ,28,2.0,56.0
Brioche Sandwich,Ebi Sando,2026-05,SA,9,2.0,18.0
Brioche Sandwich,Ebi Sando,2026-05,TAM,16,2.0,32.0
Brioche Sandwich,Ebi Sando,2026-06,OTHER,8,2.0,16.0
Brioche Sandwich,Ebi Sando,2026-06,PJ,17,2.0,34.0
Brioche Sandwich,Ebi Sando,2026-06,SA,16,2.0,32.0
Brioche Sandwich,Ebi Sando,2026-06,TAM,19,2.0,38.0
Brioche Sandwich,Ebi Sando,2026-07,OTHER,14,2.0,28.0
Brioche Sandwich,Ebi Sando,2026-07,PJ,7,2.0,14.0
Brioche Sandwich,Ebi Sando,2026-07,SA,11,2.0,22.0
Brioche Sandwich,Ebi Sando,2026-07,TAM,7,2.0,14.0
Brioche Sandwich,Egg Sando,2026-04,PJ,69,2.0,138.0
Brioche Sandwich,Egg Sando,2026-04,SA,30,2.0,60.0
Brioche Sandwich,Egg Sando,2026-04,TAM,39,2.0,78.0
Brioche Sandwich,Egg Sando,2026-05,PJ,119,2.0,238.0
Brioche Sandwich,Egg Sando,2026-05,SA,37,2.0,74.0
Brioche Sandwich,Egg Sando,2026-05,TAM,44,2.0,88.0
Brioche Sandwich,Egg Sando,2026-06,OTHER,33,2.0,66.0
Brioche Sandwich,Egg Sando,2026-06,PJ,97,2.0,194.0
Brioche Sandwich,Egg Sando,2026-06,SA,48,2.0,96.0
Brioche Sandwich,Egg Sando,2026-06,TAM,84,2.0,168.0
Brioche Sandwich,Egg Sando,2026-07,OTHER,66,2.0,132.0
Brioche Sandwich,Egg Sando,2026-07,PJ,82,2.0,164.0
Brioche Sandwich,Egg Sando,2026-07,SA,46,2.0,92.0
Brioche Sandwich,Egg Sando,2026-07,TAM,33,2.0,66.0
Brioche Sandwich,Korean Crispy Chicken,2026-04,PJ,99,2.0,198.0
Brioche Sandwich,Korean Crispy Chicken,2026-04,SA,13,2.0,26.0
Brioche Sandwich,Korean Crispy Chicken,2026-04,TAM,36,2.0,72.0
Brioche Sandwich,Korean Crispy Chicken,2026-05,PJ,75,2.0,150.0
Brioche Sandwich,Korean Crispy Chicken,2026-05,SA,32,2.0,64.0
Brioche Sandwich,Korean Crispy Chicken,2026-05,TAM,29,2.0,58.0
Brioche Sandwich,Korean Crispy Chicken,2026-06,OTHER,40,2.0,80.0
Brioche Sandwich,Korean Crispy Chicken,2026-06,PJ,82,2.0,164.0
Brioche Sandwich,Korean Crispy Chicken,2026-06,SA,37,2.0,74.0
Brioche Sandwich,Korean Crispy Chicken,2026-06,TAM,28,2.0,56.0
Brioche Sandwich,Korean Crispy Chicken,2026-07,OTHER,44,2.0,88.0
Brioche Sandwich,Korean Crispy Chicken,2026-07,PJ,31,2.0,62.0
Brioche Sandwich,Korean Crispy Chicken,2026-07,SA,33,2.0,66.0
Brioche Sandwich,Korean Crispy Chicken,2026-07,TAM,26,2.0,52.0
Brioche Sandwich,Smoked Pulled Lamb,2026-04,PJ,60,2.0,120.0
Brioche Sandwich,Smoked Pulled Lamb,2026-04,SA,10,2.0,20.0
Brioche Sandwich,Smoked Pulled Lamb,2026-04,TAM,17,2.0,34.0
Brioche Sandwich,Smoked Pulled Lamb,2026-05,PJ,77,2.0,154.0
Brioche Sandwich,Smoked Pulled Lamb,2026-05,SA,27,2.0,54.0
Brioche Sandwich,Smoked Pulled Lamb,2026-05,TAM,14,2.0,28.0
Brioche Sandwich,Smoked Pulled Lamb,2026-06,OTHER,13,2.0,26.0
Brioche Sandwich,Smoked Pulled Lamb,2026-06,PJ,33,2.0,66.0
Brioche Sandwich,Smoked Pulled Lamb,2026-06,SA,21,2.0,42.0
Brioche Sandwich,Smoked Pulled Lamb,2026-06,TAM,20,2.0,40.0
Brioche Sandwich,Smoked Pulled Lamb,2026-07,OTHER,25,2.0,50.0
Brioche Sandwich,Smoked Pulled Lamb,2026-07,PJ,41,2.0,82.0
Brioche Sandwich,Smoked Pulled Lamb,2026-07,SA,17,2.0,34.0
Brioche Sandwich,Smoked Pulled Lamb,2026-07,TAM,9,2.0,18.0
Brioche Sandwich,Streaky Beef Pesto,2026-04,PJ,158,2.0,316.0
Brioche Sandwich,Streaky Beef Pesto,2026-04,SA,31,2.0,62.0
Brioche Sandwich,Streaky Beef Pesto,2026-04,TAM,52,2.0,104.0
Brioche Sandwich,Streaky Beef Pesto,2026-05,PJ,182,2.0,364.0
Brioche Sandwich,Streaky Beef Pesto,2026-05,SA,80,2.0,160.0
Brioche Sandwich,Streaky Beef Pesto,2026-05,TAM,41,2.0,82.0
Brioche Sandwich,Streaky Beef Pesto,2026-06,OTHER,37,2.0,74.0
Brioche Sandwich,Streaky Beef Pesto,2026-06,PJ,130,2.0,260.0
Brioche Sandwich,Streaky Beef Pesto,2026-06,SA,49,2.0,98.0
Brioche Sandwich,Streaky Beef Pesto,2026-06,TAM,55,2.0,110.0
Brioche Sandwich,Streaky Beef Pesto,2026-07,OTHER,35,2.0,70.0
Brioche Sandwich,Streaky Beef Pesto,2026-07,PJ,111,2.0,222.0
Brioche Sandwich,Streaky Beef Pesto,2026-07,SA,64,2.0,128.0
Brioche Sandwich,Streaky Beef Pesto,2026-07,TAM,46,2.0,92.0
Burnt Cheesecake,Burnt Cheesecake,2026-04,PJ,115,1.0,115.0
Burnt Cheesecake,Burnt Cheesecake,2026-04,SA,83,1.0,83.0
Burnt Cheesecake,Burnt Cheesecake,2026-04,TAM,106,1.0,106.0
Burnt Cheesecake,Burnt Cheesecake,2026-05,PJ,112,1.0,112.0
Burnt Cheesecake,Burnt Cheesecake,2026-05,SA,133,1.0,133.0
Burnt Cheesecake,Burnt Cheesecake,2026-05,TAM,108,1.0,108.0
Burnt Cheesecake,Burnt Cheesecake,2026-06,OTHER,18,1.0,18.0
Burnt Cheesecake,Burnt Cheesecake,2026-06,PJ,82,1.0,82.0
Burnt Cheesecake,Burnt Cheesecake,2026-06,SA,59,1.0,59.0
Burnt Cheesecake,Burnt Cheesecake,2026-06,TAM,58,1.0,58.0
Burnt Cheesecake,Burnt Cheesecake,2026-07,OTHER,41,1.0,41.0
Burnt Cheesecake,Burnt Cheesecake,2026-07,PJ,62,1.0,62.0
Burnt Cheesecake,Burnt Cheesecake,2026-07,SA,36,1.0,36.0
Burnt Cheesecake,Burnt Cheesecake,2026-07,TAM,62,1.0,62.0
Fresh Milk,Buttercream Chocolate,2026-04,PJ,150,140.0,21000.0
Fresh Milk,Buttercream Chocolate,2026-04,SA,186,140.0,26040.0
Fresh Milk,Buttercream Chocolate,2026-04,TAM,104,140.0,14560.0
Fresh Milk,Buttercream Chocolate,2026-05,OTHER,12,140.0,1680.0
Fresh Milk,Buttercream Chocolate,2026-05,PJ,188,140.0,26320.0
Fresh Milk,Buttercream Chocolate,2026-05,SA,209,140.0,29260.0
Fresh Milk,Buttercream Chocolate,2026-05,TAM,106,140.0,14840.0
Fresh Milk,Buttercream Chocolate,2026-06,OTHER,68,140.0,9520.0
Fresh Milk,Buttercream Chocolate,2026-06,PJ,92,140.0,12880.0
Fresh Milk,Buttercream Chocolate,2026-06,SA,179,140.0,25060.0
Fresh Milk,Buttercream Chocolate,2026-06,TAM,91,140.0,12740.0
Fresh Milk,Buttercream Chocolate,2026-07,OTHER,164,140.0,22960.0
Fresh Milk,Buttercream Chocolate,2026-07,PJ,104,140.0,14560.0
Fresh Milk,Buttercream Chocolate,2026-07,SA,130,140.0,18200.0
Fresh Milk,Buttercream Chocolate,2026-07,TAM,82,140.0,11480.0
Fresh Milk,Buttercream Latte,2026-04,PJ,642,140.0,89880.0
Fresh Milk,Buttercream Latte,2026-04,SA,446,140.0,62440.0
Fresh Milk,Buttercream Latte,2026-04,TAM,516,140.0,72240.0
Fresh Milk,Buttercream Latte,2026-05,PJ,536,140.0,75040.0
Fresh Milk,Buttercream Latte,2026-05,SA,531,140.0,74340.0
Fresh Milk,Buttercream Latte,2026-05,TAM,475,140.0,66500.0
Fresh Milk,Buttercream Latte,2026-06,OTHER,101,140.0,14140.0
Fresh Milk,Buttercream Latte,2026-06,PJ,418,140.0,58520.0
Fresh Milk,Buttercream Latte,2026-06,SA,447,140.0,62580.0
Fresh Milk,Buttercream Latte,2026-06,TAM,418,140.0,58520.0
Fresh Milk,Buttercream Latte,2026-07,OTHER,220,140.0,30800.0
Fresh Milk,Buttercream Latte,2026-07,PJ,325,140.0,45500.0
Fresh Milk,Buttercream Latte,2026-07,SA,359,140.0,50260.0
Fresh Milk,Buttercream Latte,2026-07,TAM,363,140.0,50820.0
Fresh Milk,Cappucino,2026-04,PJ,231,120.0,27720.0
Fresh Milk,Cappucino,2026-04,SA,116,120.0,13920.0
Fresh Milk,Cappucino,2026-04,TAM,125,120.0,15000.0
Fresh Milk,Cappucino,2026-05,OTHER,1,120.0,120.0
Fresh Milk,Cappucino,2026-05,PJ,257,120.0,30840.0
Fresh Milk,Cappucino,2026-05,SA,121,120.0,14520.0
Fresh Milk,Cappucino,2026-05,TAM,149,120.0,17880.0
Fresh Milk,Cappucino,2026-06,OTHER,55,120.0,6600.0
Fresh Milk,Cappucino,2026-06,PJ,209,120.0,25080.0
Fresh Milk,Cappucino,2026-06,SA,96,120.0,11520.0
Fresh Milk,Cappucino,2026-06,TAM,143,120.0,17160.0
Fresh Milk,Cappucino,2026-07,OTHER,107,120.0,12840.0
Fresh Milk,Cappucino,2026-07,PJ,182,120.0,21840.0
Fresh Milk,Cappucino,2026-07,SA,99,120.0,11880.0
Fresh Milk,Cappucino,2026-07,TAM,141,120.0,16920.0
Fresh Milk,Caramel Latte,2026-04,PJ,114,120.0,13680.0
Fresh Milk,Caramel Latte,2026-04,SA,87,120.0,10440.0
Fresh Milk,Caramel Latte,2026-04,TAM,107,120.0,12840.0
Fresh Milk,Caramel Latte,2026-05,PJ,109,120.0,13080.0
Fresh Milk,Caramel Latte,2026-05,SA,80,120.0,9600.0
Fresh Milk,Caramel Latte,2026-05,TAM,88,120.0,10560.0
Fresh Milk,Caramel Latte,2026-06,OTHER,27,120.0,3240.0
Fresh Milk,Caramel Latte,2026-06,PJ,109,120.0,13080.0
Fresh Milk,Caramel Latte,2026-06,SA,70,120.0,8400.0
Fresh Milk,Caramel Latte,2026-06,TAM,88,120.0,10560.0
Fresh Milk,Caramel Latte,2026-07,OTHER,60,120.0,7200.0
Fresh Milk,Caramel Latte,2026-07,PJ,49,120.0,5880.0
Fresh Milk,Caramel Latte,2026-07,SA,61,120.0,7320.0
Fresh Milk,Caramel Latte,2026-07,TAM,50,120.0,6000.0
Fresh Milk,Caramel Latte (Bottle),2026-06,TAM,30,130.0,3900.0
Fresh Milk,Caramel Macchiato,2026-04,PJ,128,120.0,15360.0
Fresh Milk,Caramel Macchiato,2026-04,SA,124,120.0,14880.0
Fresh Milk,Caramel Macchiato,2026-04,TAM,107,120.0,12840.0
Fresh Milk,Caramel Macchiato,2026-05,PJ,109,120.0,13080.0
Fresh Milk,Caramel Macchiato,2026-05,SA,122,120.0,14640.0
Fresh Milk,Caramel Macchiato,2026-05,TAM,99,120.0,11880.0
Fresh Milk,Caramel Macchiato,2026-06,OTHER,27,120.0,3240.0
Fresh Milk,Caramel Macchiato,2026-06,PJ,94,120.0,11280.0
Fresh Milk,Caramel Macchiato,2026-06,SA,110,120.0,13200.0
Fresh Milk,Caramel Macchiato,2026-06,TAM,98,120.0,11760.0
Fresh Milk,Caramel Macchiato,2026-07,OTHER,39,120.0,4680.0
Fresh Milk,Caramel Macchiato,2026-07,PJ,73,120.0,8760.0
Fresh Milk,Caramel Macchiato,2026-07,SA,69,120.0,8280.0
Fresh Milk,Caramel Macchiato,2026-07,TAM,69,120.0,8280.0
Fresh Milk,Chocolate,2026-04,PJ,260,120.0,31200.0
Fresh Milk,Chocolate,2026-04,SA,197,120.0,23640.0
Fresh Milk,Chocolate,2026-04,TAM,129,120.0,15480.0
Fresh Milk,Chocolate,2026-05,PJ,247,120.0,29640.0
Fresh Milk,Chocolate,2026-05,SA,255,120.0,30600.0
Fresh Milk,Chocolate,2026-05,TAM,148,120.0,17760.0
Fresh Milk,Chocolate,2026-06,OTHER,41,120.0,4920.0
Fresh Milk,Chocolate,2026-06,PJ,141,120.0,16920.0
Fresh Milk,Chocolate,2026-06,SA,197,120.0,23640.0
Fresh Milk,Chocolate,2026-06,TAM,128,120.0,15360.0
Fresh Milk,Chocolate,2026-07,OTHER,94,120.0,11280.0
Fresh Milk,Chocolate,2026-07,PJ,126,120.0,15120.0
Fresh Milk,Chocolate,2026-07,SA,127,120.0,15240.0
Fresh Milk,Chocolate,2026-07,TAM,120,120.0,14400.0
Fresh Milk,Chocolate (Bottle),2026-04,TAM,1,130.0,130.0
Fresh Milk,Chocolate (Bottle),2026-05,SA,1,130.0,130.0
Fresh Milk,Chocolate Freddo,2026-04,PJ,57,40.0,2280.0
Fresh Milk,Chocolate Freddo,2026-04,SA,55,40.0,2200.0
Fresh Milk,Chocolate Freddo,2026-04,TAM,39,40.0,1560.0
Fresh Milk,Chocolate Freddo,2026-05,PJ,75,40.0,3000.0
Fresh Milk,Chocolate Freddo,2026-05,SA,52,40.0,2080.0
Fresh Milk,Chocolate Freddo,2026-05,TAM,37,40.0,1480.0
Fresh Milk,Chocolate Freddo,2026-06,OTHER,25,40.0,1000.0
Fresh Milk,Chocolate Freddo,2026-06,PJ,35,40.0,1400.0
Fresh Milk,Chocolate Freddo,2026-06,SA,38,40.0,1520.0
Fresh Milk,Chocolate Freddo,2026-06,TAM,30,40.0,1200.0
Fresh Milk,Chocolate Freddo,2026-07,OTHER,52,40.0,2080.0
Fresh Milk,Chocolate Freddo,2026-07,PJ,44,40.0,1760.0
Fresh Milk,Chocolate Freddo,2026-07,SA,21,40.0,840.0
Fresh Milk,Chocolate Freddo,2026-07,TAM,24,40.0,960.0
Fresh Milk,Classic Latte (Bottle),2026-05,SA,6,130.0,780.0
Fresh Milk,Classic Latte (Bottle),2026-06,TAM,1,130.0,130.0
Fresh Milk,Cloudy Matcha,2026-04,PJ,48,30.0,1440.0
Fresh Milk,Cloudy Matcha,2026-04,SA,82,30.0,2460.0
Fresh Milk,Cloudy Matcha,2026-04,TAM,49,30.0,1470.0
Fresh Milk,Cloudy Matcha,2026-05,OTHER,7,30.0,210.0
Fresh Milk,Cloudy Matcha,2026-05,PJ,61,30.0,1830.0
Fresh Milk,Cloudy Matcha,2026-05,SA,101,30.0,3030.0
Fresh Milk,Cloudy Matcha,2026-05,TAM,46,30.0,1380.0
Fresh Milk,Cloudy Matcha,2026-06,OTHER,31,30.0,930.0
Fresh Milk,Cloudy Matcha,2026-06,PJ,63,30.0,1890.0
Fresh Milk,Cloudy Matcha,2026-06,SA,80,30.0,2400.0
Fresh Milk,Cloudy Matcha,2026-06,TAM,41,30.0,1230.0
Fresh Milk,Cloudy Matcha,2026-07,OTHER,37,30.0,1110.0
Fresh Milk,Cloudy Matcha,2026-07,PJ,41,30.0,1230.0
Fresh Milk,Cloudy Matcha,2026-07,SA,51,30.0,1530.0
Fresh Milk,Cloudy Matcha,2026-07,TAM,42,30.0,1260.0
Fresh Milk,Dirty Latte,2026-04,PJ,94,120.0,11280.0
Fresh Milk,Dirty Latte,2026-04,SA,130,120.0,15600.0
Fresh Milk,Dirty Latte,2026-04,TAM,89,120.0,10680.0
Fresh Milk,Dirty Latte,2026-05,PJ,107,120.0,12840.0
Fresh Milk,Dirty Latte,2026-05,SA,109,120.0,13080.0
Fresh Milk,Dirty Latte,2026-05,TAM,100,120.0,12000.0
Fresh Milk,Dirty Latte,2026-06,OTHER,45,120.0,5400.0
Fresh Milk,Dirty Latte,2026-06,PJ,114,120.0,13680.0
Fresh Milk,Dirty Latte,2026-06,SA,112,120.0,13440.0
Fresh Milk,Dirty Latte,2026-06,TAM,121,120.0,14520.0
Fresh Milk,Dirty Latte,2026-07,OTHER,66,120.0,7920.0
Fresh Milk,Dirty Latte,2026-07,PJ,92,120.0,11040.0
Fresh Milk,Dirty Latte,2026-07,SA,88,120.0,10560.0
Fresh Milk,Dirty Latte,2026-07,TAM,85,120.0,10200.0
Fresh Milk,Doppio Freddo,2026-04,PJ,109,50.0,5450.0
Fresh Milk,Doppio Freddo,2026-04,SA,79,50.0,3950.0
Fresh Milk,Doppio Freddo,2026-04,TAM,86,50.0,4300.0
Fresh Milk,Doppio Freddo,2026-05,OTHER,1,50.0,50.0
Fresh Milk,Doppio Freddo,2026-05,PJ,113,50.0,5650.0
Fresh Milk,Doppio Freddo,2026-05,SA,78,50.0,3900.0
Fresh Milk,Doppio Freddo,2026-05,TAM,68,50.0,3400.0
Fresh Milk,Doppio Freddo,2026-06,OTHER,30,50.0,1500.0
Fresh Milk,Doppio Freddo,2026-06,PJ,77,50.0,3850.0
Fresh Milk,Doppio Freddo,2026-06,SA,78,50.0,3900.0
Fresh Milk,Doppio Freddo,2026-06,TAM,77,50.0,3850.0
Fresh Milk,Doppio Freddo,2026-07,OTHER,24,50.0,1200.0
Fresh Milk,Doppio Freddo,2026-07,PJ,65,50.0,3250.0
Fresh Milk,Doppio Freddo,2026-07,SA,46,50.0,2300.0
Fresh Milk,Doppio Freddo,2026-07,TAM,38,50.0,1900.0
Fresh Milk,Hazelnut Latte,2026-04,PJ,127,120.0,15240.0
Fresh Milk,Hazelnut Latte,2026-04,SA,131,120.0,15720.0
Fresh Milk,Hazelnut Latte,2026-04,TAM,94,120.0,11280.0
Fresh Milk,Hazelnut Latte,2026-05,PJ,119,120.0,14280.0
Fresh Milk,Hazelnut Latte,2026-05,SA,102,120.0,12240.0
Fresh Milk,Hazelnut Latte,2026-05,TAM,81,120.0,9720.0
Fresh Milk,Hazelnut Latte,2026-06,OTHER,32,120.0,3840.0
Fresh Milk,Hazelnut Latte,2026-06,PJ,87,120.0,10440.0
Fresh Milk,Hazelnut Latte,2026-06,SA,79,120.0,9480.0
Fresh Milk,Hazelnut Latte,2026-06,TAM,100,120.0,12000.0
Fresh Milk,Hazelnut Latte,2026-07,OTHER,46,120.0,5520.0
Fresh Milk,Hazelnut Latte,2026-07,PJ,78,120.0,9360.0
Fresh Milk,Hazelnut Latte,2026-07,SA,77,120.0,9240.0
Fresh Milk,Hazelnut Latte,2026-07,TAM,84,120.0,10080.0
Fresh Milk,Latte,2026-04,PJ,1274,120.0,152880.0
Fresh Milk,Latte,2026-04,SA,813,120.0,97560.0
Fresh Milk,Latte,2026-04,TAM,747,120.0,89640.0
Fresh Milk,Latte,2026-05,OTHER,6,120.0,720.0
Fresh Milk,Latte,2026-05,PJ,1111,120.0,133320.0
Fresh Milk,Latte,2026-05,SA,1033,120.0,123960.0
Fresh Milk,Latte,2026-05,TAM,647,120.0,77640.0
Fresh Milk,Latte,2026-06,OTHER,221,120.0,26520.0
Fresh Milk,Latte,2026-06,PJ,1051,120.0,126120.0
Fresh Milk,Latte,2026-06,SA,837,120.0,100440.0
Fresh Milk,Latte,2026-06,TAM,621,120.0,74520.0
Fresh Milk,Latte,2026-07,OTHER,358,120.0,42960.0
Fresh Milk,Latte,2026-07,PJ,856,120.0,102720.0
Fresh Milk,Latte,2026-07,SA,739,120.0,88680.0
Fresh Milk,Latte,2026-07,TAM,595,120.0,71400.0
Fresh Milk,Matcha,2026-04,PJ,156,120.0,18720.0
Fresh Milk,Matcha,2026-04,SA,232,120.0,27840.0
Fresh Milk,Matcha,2026-04,TAM,119,120.0,14280.0
Fresh Milk,Matcha,2026-05,PJ,138,120.0,16560.0
Fresh Milk,Matcha,2026-05,SA,202,120.0,24240.0
Fresh Milk,Matcha,2026-05,TAM,97,120.0,11640.0
Fresh Milk,Matcha,2026-06,OTHER,38,120.0,4560.0
Fresh Milk,Matcha,2026-06,PJ,121,120.0,14520.0
Fresh Milk,Matcha,2026-06,SA,190,120.0,22800.0
Fresh Milk,Matcha,2026-06,TAM,100,120.0,12000.0
Fresh Milk,Matcha,2026-07,OTHER,70,120.0,8400.0
Fresh Milk,Matcha,2026-07,PJ,118,120.0,14160.0
Fresh Milk,Matcha,2026-07,SA,117,120.0,14040.0
Fresh Milk,Matcha,2026-07,TAM,60,120.0,7200.0
Fresh Milk,Matcha Affogato,2026-04,SA,4,25.0,100.0
Fresh Milk,Matcha Affogato,2026-04,TAM,1,25.0,25.0
Fresh Milk,Matcha Affogato,2026-05,OTHER,3,25.0,75.0
Fresh Milk,Matcha Affogato,2026-05,PJ,1,25.0,25.0
Fresh Milk,Matcha Affogato,2026-05,SA,4,25.0,100.0
Fresh Milk,Matcha Affogato,2026-05,TAM,2,25.0,50.0
Fresh Milk,Matcha Affogato,2026-06,OTHER,6,25.0,150.0
Fresh Milk,Matcha Affogato,2026-06,PJ,1,25.0,25.0
Fresh Milk,Matcha Affogato,2026-06,SA,2,25.0,50.0
Fresh Milk,Matcha Affogato,2026-06,TAM,5,25.0,125.0
Fresh Milk,Matcha Affogato,2026-07,OTHER,9,25.0,225.0
Fresh Milk,Matcha Affogato,2026-07,PJ,5,25.0,125.0
Fresh Milk,Matcha Affogato,2026-07,TAM,4,25.0,100.0
Fresh Milk,Matcha Cream Latte,2026-04,PJ,153,140.0,21420.0
Fresh Milk,Matcha Cream Latte,2026-04,SA,227,140.0,31780.0
Fresh Milk,Matcha Cream Latte,2026-04,TAM,146,140.0,20440.0
Fresh Milk,Matcha Cream Latte,2026-05,OTHER,5,140.0,700.0
Fresh Milk,Matcha Cream Latte,2026-05,PJ,128,140.0,17920.0
Fresh Milk,Matcha Cream Latte,2026-05,SA,219,140.0,30660.0
Fresh Milk,Matcha Cream Latte,2026-05,TAM,98,140.0,13720.0
Fresh Milk,Matcha Cream Latte,2026-06,OTHER,60,140.0,8400.0
Fresh Milk,Matcha Cream Latte,2026-06,PJ,109,140.0,15260.0
Fresh Milk,Matcha Cream Latte,2026-06,SA,202,140.0,28280.0
Fresh Milk,Matcha Cream Latte,2026-06,TAM,98,140.0,13720.0
Fresh Milk,Matcha Cream Latte,2026-07,OTHER,130,140.0,18200.0
Fresh Milk,Matcha Cream Latte,2026-07,PJ,93,140.0,13020.0
Fresh Milk,Matcha Cream Latte,2026-07,SA,143,140.0,20020.0
Fresh Milk,Matcha Cream Latte,2026-07,TAM,79,140.0,11060.0
Fresh Milk,Mint Chocolate,2026-04,PJ,71,120.0,8520.0
Fresh Milk,Mint Chocolate,2026-04,SA,63,120.0,7560.0
Fresh Milk,Mint Chocolate,2026-04,TAM,45,120.0,5400.0
Fresh Milk,Mint Chocolate,2026-05,PJ,72,120.0,8640.0
Fresh Milk,Mint Chocolate,2026-05,SA,47,120.0,5640.0
Fresh Milk,Mint Chocolate,2026-05,TAM,39,120.0,4680.0
Fresh Milk,Mint Chocolate,2026-06,OTHER,17,120.0,2040.0
Fresh Milk,Mint Chocolate,2026-06,PJ,44,120.0,5280.0
Fresh Milk,Mint Chocolate,2026-06,SA,63,120.0,7560.0
Fresh Milk,Mint Chocolate,2026-06,TAM,44,120.0,5280.0
Fresh Milk,Mint Chocolate,2026-07,OTHER,68,120.0,8160.0
Fresh Milk,Mint Chocolate,2026-07,PJ,31,120.0,3720.0
Fresh Milk,Mint Chocolate,2026-07,SA,49,120.0,5880.0
Fresh Milk,Mint Chocolate,2026-07,TAM,19,120.0,2280.0
Fresh Milk,Mint Matcha,2026-04,PJ,42,120.0,5040.0
Fresh Milk,Mint Matcha,2026-04,SA,30,120.0,3600.0
Fresh Milk,Mint Matcha,2026-04,TAM,17,120.0,2040.0
Fresh Milk,Mint Matcha,2026-05,PJ,24,120.0,2880.0
Fresh Milk,Mint Matcha,2026-05,SA,38,120.0,4560.0
Fresh Milk,Mint Matcha,2026-05,TAM,12,120.0,1440.0
Fresh Milk,Mint Matcha,2026-06,OTHER,9,120.0,1080.0
Fresh Milk,Mint Matcha,2026-06,PJ,17,120.0,2040.0
Fresh Milk,Mint Matcha,2026-06,SA,20,120.0,2400.0
Fresh Milk,Mint Matcha,2026-06,TAM,11,120.0,1320.0
Fresh Milk,Mint Matcha,2026-07,OTHER,26,120.0,3120.0
Fresh Milk,Mint Matcha,2026-07,PJ,10,120.0,1200.0
Fresh Milk,Mint Matcha,2026-07,SA,20,120.0,2400.0
Fresh Milk,Mint Matcha,2026-07,TAM,9,120.0,1080.0
Fresh Milk,Mocha,2026-04,PJ,127,120.0,15240.0
Fresh Milk,Mocha,2026-04,SA,79,120.0,9480.0
Fresh Milk,Mocha,2026-04,TAM,80,120.0,9600.0
Fresh Milk,Mocha,2026-05,PJ,118,120.0,14160.0
Fresh Milk,Mocha,2026-05,SA,87,120.0,10440.0
Fresh Milk,Mocha,2026-05,TAM,70,120.0,8400.0
Fresh Milk,Mocha,2026-06,OTHER,56,120.0,6720.0
Fresh Milk,Mocha,2026-06,PJ,81,120.0,9720.0
Fresh Milk,Mocha,2026-06,SA,65,120.0,7800.0
Fresh Milk,Mocha,2026-06,TAM,55,120.0,6600.0
Fresh Milk,Mocha,2026-07,OTHER,61,120.0,7320.0
Fresh Milk,Mocha,2026-07,PJ,83,120.0,9960.0
Fresh Milk,Mocha,2026-07,SA,43,120.0,5160.0
Fresh Milk,Mocha,2026-07,TAM,55,120.0,6600.0
Fresh Milk,Mocha (Bottle),2026-04,TAM,1,130.0,130.0
Fresh Milk,Mont Blanc,2026-04,PJ,138,25.0,3450.0
Fresh Milk,Mont Blanc,2026-04,SA,164,25.0,4100.0
Fresh Milk,Mont Blanc,2026-04,TAM,173,25.0,4325.0
Fresh Milk,Mont Blanc,2026-05,PJ,149,25.0,3725.0
Fresh Milk,Mont Blanc,2026-05,SA,224,25.0,5600.0
Fresh Milk,Mont Blanc,2026-05,TAM,148,25.0,3700.0
Fresh Milk,Mont Blanc,2026-06,OTHER,67,25.0,1675.0
Fresh Milk,Mont Blanc,2026-06,PJ,135,25.0,3375.0
Fresh Milk,Mont Blanc,2026-06,SA,208,25.0,5200.0
Fresh Milk,Mont Blanc,2026-06,TAM,148,25.0,3700.0
Fresh Milk,Mont Blanc,2026-07,OTHER,105,25.0,2625.0
Fresh Milk,Mont Blanc,2026-07,PJ,124,25.0,3100.0
Fresh Milk,Mont Blanc,2026-07,SA,181,25.0,4525.0
Fresh Milk,Mont Blanc,2026-07,TAM,117,25.0,2925.0
Fresh Milk,Peanut Butter Mocha,2026-04,PJ,66,120.0,7920.0
Fresh Milk,Peanut Butter Mocha,2026-04,SA,54,120.0,6480.0
Fresh Milk,Peanut Butter Mocha,2026-04,TAM,59,120.0,7080.0
Fresh Milk,Peanut Butter Mocha,2026-05,PJ,78,120.0,9360.0
Fresh Milk,Peanut Butter Mocha,2026-05,SA,77,120.0,9240.0
Fresh Milk,Peanut Butter Mocha,2026-05,TAM,53,120.0,6360.0
Fresh Milk,Peanut Butter Mocha,2026-06,OTHER,29,120.0,3480.0
Fresh Milk,Peanut Butter Mocha,2026-06,PJ,42,120.0,5040.0
Fresh Milk,Peanut Butter Mocha,2026-06,SA,36,120.0,4320.0
Fresh Milk,Peanut Butter Mocha,2026-06,TAM,52,120.0,6240.0
Fresh Milk,Peanut Butter Mocha,2026-07,OTHER,43,120.0,5160.0
Fresh Milk,Peanut Butter Mocha,2026-07,PJ,18,120.0,2160.0
Fresh Milk,Peanut Butter Mocha,2026-07,SA,43,120.0,5160.0
Fresh Milk,Peanut Butter Mocha,2026-07,TAM,42,120.0,5040.0
Fresh Milk,Piccolo,2026-04,PJ,75,100.0,7500.0
Fresh Milk,Piccolo,2026-04,SA,38,100.0,3800.0
