date,po_number,status,outlet,supplier,product,product_id6,package,qty,conversion,base_units,unit_price_rm,line_total_rm
2026-05-11,CC-CC001-0108,COMP,PJ,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,28.0,10,280,15.50,434.00
2026-05-11,CC-CC001-0109,COMP,PJ,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,24.0,10,240,15.50,372.00
2026-05-11,CC-CC003-0059,COMP,TAM,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,12.0,10,120,15.50,186.00
2026-05-11,CC-CC002-0089,COMP,SA,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,12.0,10,120,15.50,186.00
2026-05-11,CC-CC003-0060,COMP,TAM,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,24.0,10,240,15.50,372.00
2026-05-11,CC-CC003-0061,COMP,TAM,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,15.0,10,150,15.50,232.50
2026-05-11,CC-CC002-0090,COMP,SA,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,12.0,10,120,15.50,186.00
2026-05-11,CC-CC003-0062,COMP,TAM,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,12.0,10,120,15.50,186.00
2026-05-11,CC-CC003-0063,COMP,TAM,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,14.0,10,140,15.50,217.00
2026-05-11,CC-CC003-0064,COMP,TAM,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,24.0,10,240,15.50,372.00
2026-06-17,CC-CC001-0217,COMP,PJ,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,174.0,10,1740,16.19,2817.00
2026-06-17,CC-CC003-0141,COMP,TAM,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,71.0,10,710,16.63,1180.50
2026-06-17,CC-CC002-0202,COMP,SA,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,78.0,10,780,16.27,1269.00
2026-06-30,CC-CC001-0247,COMP,PJ,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,153.0,10,1530,15.95,2441.00
2026-06-30,CC-CC002-0234,COMP,SA,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,73.0,10,730,16.05,1171.50
2026-06-30,CC-CC003-0160,COMP,TAM,Country Bread,Brioche Sandwich,60b8b6,10pcs Loaf,64.0,10,640,16.44,1052.00
2026-07-17,CC-CC001-0301,PART,PJ,Blancoz,Brioche Sandwich,60b8b6,(no pkg),10.0,1,10,5.90,59.00
2026-07-17,CC-CC002-0291,AWAI,SA,Blancoz,Brioche Sandwich,60b8b6,(no pkg),10.0,1,10,5.90,59.00
2026-07-17,CC-CC003-0202,AWAI,TAM,Blancoz,Brioche Sandwich,60b8b6,(no pkg),13.0,1,13,5.90,76.70
2026-07-22,CC-CC001-0314,AWAI,PJ,Blancoz,Brioche Sandwich,60b8b6,(no pkg),20.0,1,20,5.90,118.00
2026-07-22,CC-CC002-0300,COMP,SA,Blancoz,Brioche Sandwich,60b8b6,(no pkg),20.0,1,20,5.90,118.00
2026-07-22,CC-CC003-0205,COMP,TAM,Blancoz,Brioche Sandwich,60b8b6,(no pkg),8.0,1,8,5.90,47.20
2026-07-26,CC-CC001-0327,AWAI,PJ,Blancoz,Brioche Sandwich,60b8b6,(no pkg),10.0,1,10,5.90,59.00
2026-07-26,CC-CC002-0317,AWAI,SA,Blancoz,Brioche Sandwich,60b8b6,(no pkg),10.0,1,10,5.90,59.00
2026-04-16,CC-CC001-0016,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-04-16,CC-CC003-0006,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-04-19,CC-CC002-0018,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-04-19,CC-CC001-0021,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-04-19,CC-CC003-0010,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-04-27,CC-CC001-0037,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),3.0,12,36,100.00,300.00
2026-04-27,CC-CC002-0032,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),3.0,12,36,100.00,300.00
2026-04-27,CC-CC003-0021,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-04,CC-CC003-0030,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-04,CC-CC001-0069,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),3.0,12,36,100.00,300.00
2026-05-04,CC-CC002-0051,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),3.0,12,36,100.00,300.00
2026-05-07,CC-CC001-0085,AWAI,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-07,CC-CC002-0066,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-10,CC-CC003-0049,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-10,CC-CC001-0095,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-10,CC-CC002-0076,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-10,CC-CC002-0084,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),3.0,12,36,100.00,300.00
2026-05-10,CC-CC003-0055,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-10,CC-CC001-0101,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-17,CC-CC001-0131,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-17,CC-CC002-0116,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-17,CC-CC003-0080,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-24,CC-CC002-0137,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-05-24,CC-CC001-0147,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-24,CC-CC003-0098,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-31,CC-CC002-0155,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-05-31,CC-CC001-0165,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-06-07,CC-CC001-0190,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-06-07,CC-CC002-0178,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-06-07,CC-CC003-0130,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-06-14,CC-CC001-0205,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-06-14,CC-CC002-0190,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-06-14,CC-CC003-0136,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-06-18,CC-CC002-0206,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-06-21,CC-CC001-0224,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-06-21,CC-CC003-0145,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-01,CC-CC003-0166,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-01,CC-CC001-0252,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-01,CC-CC002-0240,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-05,CC-CC001-0269,AWAI,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-05,CC-CC002-0255,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-05,CC-CC003-0177,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-07,CC-CC003-0180,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-07,CC-CC002-0260,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-07,CC-CC001-0275,COMP,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-13,CC-CC001-0287,AWAI,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-13,CC-CC002-0272,AWAI,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-13,CC-CC003-0189,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-15,CC-CC002-0281,PART,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-17,CC-CC001-0301,PART,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),0.0,12,0,100.00,0.00
2026-07-17,CC-CC002-0291,AWAI,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-17,CC-CC003-0202,AWAI,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-22,CC-CC001-0314,AWAI,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-22,CC-CC002-0300,COMP,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-07-22,CC-CC003-0205,COMP,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-26,CC-CC001-0327,AWAI,PJ,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-26,CC-CC002-0317,AWAI,SA,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),1.0,12,12,100.00,100.00
2026-07-26,CC-CC003-0214,AWAI,TAM,Blancoz,Burnt Cheesecake,1f4181,1 Cake (12 slices),2.0,12,24,100.00,200.00
2026-04-14,CC-CC002-0004,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",6.0,12000,72000,84.00,504.00
2026-04-14,CC-CC001-0010,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-04-16,CC-CC003-0007,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-04-16,PC-CC002-0008,COMP,SA,Ad-hoc Purchase,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",3.0,12000,36000,16.20,48.60
2026-04-19,CC-CC002-0020,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",6.0,12000,72000,84.00,504.00
2026-04-19,CC-CC002-0021,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",6.0,12000,72000,84.00,504.00
2026-04-22,CC-CC001-0027,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-04-22,CC-CC003-0014,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",8.0,12000,96000,84.46,675.68
2026-04-23,PC-CC001-0027,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),2.0,1,2,16.20,32.40
2026-04-23,PC-CC003-0013,COMP,TAM,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),1.0,1,1,66.80,66.80
2026-04-23,PC-CC001-0039,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),3.0,1,3,7.90,23.70
2026-04-23,PC-CC001-0046,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),4.0,1,4,7.90,31.60
2026-04-26,PC-CC001-0047,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),10.0,1,10,7.95,79.50
2026-04-26,PC-CC001-0048,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),5.0,1,5,16.20,81.00
2026-04-26,PC-CC003-0028,COMP,TAM,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),3.0,1,3,16.20,48.60
2026-04-26,PC-CC002-0028,COMP,SA,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),3.0,1,3,8.45,25.35
2026-04-26,PC-CC002-0029,COMP,SA,Ad-hoc Purchase,Fresh Milk,5a3115,(no pkg),1.0,1,1,42.45,42.45
2026-04-27,CC-CC003-0019,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",8.0,12000,96000,84.46,675.68
2026-04-27,CC-CC002-0033,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",96.0,12000,1152000,7.00,672.00
2026-04-27,CC-CC001-0039,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",8.0,12000,96000,84.46,675.68
2026-04-27,PC-CC003-0038,COMP,TAM,Ad-hoc Purchase,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",5.0,24000,120000,7.90,39.50
2026-05-03,CC-CC001-0059,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",8.0,12000,96000,84.46,675.68
2026-05-03,CC-CC002-0044,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",8.0,12000,96000,84.00,672.00
2026-05-03,CC-CC002-0045,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",6.0,12000,72000,84.00,504.00
2026-05-03,CC-CC003-0026,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-05-03,CC-CC001-0060,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-05-07,CC-CC001-0081,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",96.0,12000,1152000,7.04,675.84
2026-05-07,CC-CC002-0065,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",8.0,12000,96000,84.00,672.00
2026-05-07,CC-CC003-0040,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-05-07,CC-CC001-0083,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-05-07,PC-CC003-0041,COMP,TAM,Ad-hoc Purchase,Fresh Milk,5a3115,"Bottle (1,000ml)",3.0,1000,3000,7.90,23.70
2026-05-07,PC-CC003-0043,COMP,TAM,Ad-hoc Purchase,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",6.0,12000,72000,8.40,50.40
2026-05-07,PC-CC003-0044,COMP,TAM,Ad-hoc Purchase,Fresh Milk,5a3115,"Bottle (1,000ml)",3.0,1000,3000,7.90,23.70
2026-05-10,CC-CC001-0100,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",6.0,24000,144000,81.78,490.68
2026-05-10,CC-CC002-0082,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",6.0,12000,72000,85.45,512.70
2026-05-10,CC-CC002-0083,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",4.0,12000,48000,84.00,336.00
2026-05-11,CC-CC003-0066,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-05-11,CC-CC001-0111,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-05-13,CC-CC001-0119,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,84.96,679.68
2026-05-13,CC-CC003-0069,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",6.0,24000,144000,81.78,490.68
2026-05-13,CC-CC002-0099,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",6.0,12000,72000,85.45,512.70
2026-05-13,CC-CC002-0100,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",4.0,12000,48000,84.00,336.00
2026-05-14,PC-CC001-0114,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,"Bottle (1,000ml)",12.0,1000,12000,16.56,198.70
2026-05-14,PC-CC003-0060,COMP,TAM,Ad-hoc Purchase,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",1.0,24000,24000,194.06,194.06
2026-05-14,PC-CC001-0116,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,"2,000ml Bottle",5.0,2000,10000,16.20,81.00
2026-05-19,CC-CC001-0136,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",7.0,24000,168000,84.96,594.72
2026-05-19,CC-CC003-0088,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",7.0,24000,168000,84.96,594.72
2026-05-19,CC-CC002-0125,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",5.0,12000,60000,85.45,427.25
2026-05-24,CC-CC001-0144,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,84.96,679.68
2026-05-24,CC-CC003-0095,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,84.96,679.68
2026-05-24,CC-CC001-0145,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",7.0,24000,168000,84.96,594.72
2026-05-24,CC-CC003-0096,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",5.0,24000,120000,84.96,424.80
2026-05-24,PC-CC001-0152,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",1.0,24000,24000,198.70,198.70
2026-05-24,PC-CC003-0073,COMP,TAM,Ad-hoc Purchase,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",1.0,24000,24000,194.06,194.06
2026-05-24,PC-CC001-0153,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,"2,000ml Bottle",10.0,2000,20000,17.66,176.60
2026-05-24,PC-CC002-0078,COMP,SA,Ad-hoc Purchase,Fresh Milk,5a3115,"Bottle (1,000ml)",10.0,1000,10000,12.56,125.60
2026-05-24,PC-CC001-0166,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",6.0,24000,144000,16.20,97.20
2026-05-24,PC-CC001-0167,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,"Bottle (1,000ml)",6.0,1000,6000,16.20,97.20
2026-05-25,CC-CC002-0143,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",5.0,12000,60000,85.45,427.25
2026-05-25,PC-CC001-0179,COMP,PJ,Ad-hoc Purchase,Fresh Milk,5a3115,"2,000ml Bottle",9.0,2000,18000,16.20,145.80
2026-05-27,CC-CC002-0144,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",6.0,12000,72000,84.00,504.00
2026-05-31,CC-CC002-0154,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",8.0,12000,96000,86.40,691.20
2026-05-31,CC-CC001-0164,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,81.78,654.24
2026-05-31,CC-CC003-0112,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",4.0,24000,96000,84.96,339.84
2026-06-04,CC-CC002-0166,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",4.0,12000,48000,86.40,345.60
2026-06-07,CC-CC001-0184,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,84.96,679.68
2026-06-07,CC-CC003-0126,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",7.0,24000,168000,84.96,594.72
2026-06-07,CC-CC002-0174,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",5.0,12000,60000,86.40,432.00
2026-06-09,CC-CC001-0197,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",7.0,24000,168000,84.96,594.72
2026-06-09,CC-CC002-0184,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",5.0,12000,60000,86.40,432.00
2026-06-11,CC-CC001-0202,COMP,PJ,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",7.0,24000,168000,84.96,594.72
2026-06-11,CC-CC002-0188,COMP,SA,Milk n Moka,Fresh Milk,5a3115,"Carton (12× 1,000ml Bottle)",5.0,12000,60000,86.40,432.00
2026-06-11,CC-CC003-0134,COMP,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",5.0,24000,120000,84.96,424.80
2026-06-17,CC-CC003-0139,AWAI,TAM,The Milk Ministry,Fresh Milk,5a3115,"Carton (12× 2,000ml Bottle)",8.0,24000,192000,84.96,679.68
